aphWoo1#REF#SUPER_W_RagTag.trimmed	12324189	12324274	+	transcript_id "TCONS_00000030";gene_id "XLOC_000010"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12324189	12326620	+	transcript_id "TCONS_00000031";gene_id "XLOC_000010"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12325547	12326620	+	transcript_id "TCONS_00000032";gene_id "XLOC_000010"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12326456	12326620	+	transcript_id "TCONS_00000033";gene_id "XLOC_000010"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12375452	12377806	+	transcript_id "TCONS_00000034";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12375452	12377951	+	transcript_id "TCONS_00000035";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12375508	12377951	+	transcript_id "TCONS_00000036";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12375526	12375611	+	transcript_id "TCONS_00000037";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12375526	12377951	+	transcript_id "TCONS_00000038";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12377787	12377951	+	transcript_id "TCONS_00000039";gene_id "XLOC_000011"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12434168	12434327	+	transcript_id "TCONS_00000040";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12434168	12436680	+	transcript_id "TCONS_00000041";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12434224	12436680	+	transcript_id "TCONS_00000042";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12434242	12434327	+	transcript_id "TCONS_00000043";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12434242	12436680	+	transcript_id "TCONS_00000044";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12435593	12435697	+	transcript_id "TCONS_00000045";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12436516	12436680	+	transcript_id "TCONS_00000046";gene_id "XLOC_000012"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12652210	12657656	+	transcript_id "TCONS_00000048";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12652210	12657656	+	transcript_id "TCONS_00000047";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12652318	12652442	+	transcript_id "TCONS_00000049";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12652318	12657801	+	transcript_id "TCONS_00000050";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12656340	12657801	+	transcript_id "TCONS_00000051";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12657637	12657801	+	transcript_id "TCONS_00000052";gene_id "XLOC_000013"
aphWoo1#REF#SUPER_W_RagTag.trimmed	13021799	13163154	+	transcript_id "TCONS_00000053";gene_id "XLOC_000014"
aphWoo1#REF#SUPER_W_RagTag.trimmed	13042896	13163154	+	transcript_id "TCONS_00000054";gene_id "XLOC_000014"
aphWoo1#REF#SUPER_W_RagTag.trimmed	14605805	14725837	+	transcript_id "TCONS_00000055";gene_id "XLOC_000015"
aphWoo1#REF#SUPER_W_RagTag.trimmed	14605873	14725837	+	transcript_id "TCONS_00000057";gene_id "XLOC_000015"
aphWoo1#REF#SUPER_W_RagTag.trimmed	14605873	14725837	+	transcript_id "TCONS_00000056";gene_id "XLOC_000015"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000060";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000062";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000064";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000063";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000061";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000059";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16513623	16928563	+	transcript_id "TCONS_00000058";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16516210	16928563	+	transcript_id "TCONS_00000066";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	16516210	16928563	+	transcript_id "TCONS_00000065";gene_id "XLOC_000016"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17754759	17775556	+	transcript_id "TCONS_00000067";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17755093	17775556	+	transcript_id "TCONS_00000069";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17755093	17775556	+	transcript_id "TCONS_00000068";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17755406	17775556	+	transcript_id "TCONS_00000070";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17757026	17775556	+	transcript_id "TCONS_00000071";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17761566	17775556	+	transcript_id "TCONS_00000072";gene_id "XLOC_000017"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18590092	18599947	+	transcript_id "TCONS_00000073";gene_id "XLOC_000018"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20603434	20658567	+	transcript_id "TCONS_00000074";gene_id "XLOC_000019"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20603844	20658567	+	transcript_id "TCONS_00000075";gene_id "XLOC_000019"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21157572	+	transcript_id "TCONS_00000077";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21157572	+	transcript_id "TCONS_00000076";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21159329	+	transcript_id "TCONS_00000081";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21159329	+	transcript_id "TCONS_00000080";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21159329	+	transcript_id "TCONS_00000079";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20857496	21159329	+	transcript_id "TCONS_00000078";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20867914	21157572	+	transcript_id "TCONS_00000083";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20867914	21157572	+	transcript_id "TCONS_00000082";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20867914	21159329	+	transcript_id "TCONS_00000085";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20867914	21159329	+	transcript_id "TCONS_00000084";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20897042	21159329	+	transcript_id "TCONS_00000087";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20897042	21159329	+	transcript_id "TCONS_00000086";gene_id "XLOC_000020"
aphWoo1#REF#SUPER_W_RagTag.trimmed	22234390	22256426	+	transcript_id "TCONS_00000088";gene_id "XLOC_000021"
aphWoo1#REF#SUPER_W_RagTag.trimmed	22699673	22807819	+	transcript_id "TCONS_00000091";gene_id "XLOC_000022"
aphWoo1#REF#SUPER_W_RagTag.trimmed	22699673	22807819	+	transcript_id "TCONS_00000090";gene_id "XLOC_000022"
aphWoo1#REF#SUPER_W_RagTag.trimmed	22699673	22807819	+	transcript_id "TCONS_00000089";gene_id "XLOC_000022"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24039355	24245286	+	transcript_id "TCONS_00000092";gene_id "XLOC_000023"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24175755	24245286	+	transcript_id "TCONS_00000093";gene_id "XLOC_000023"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000096";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000098";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000100";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000102";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000101";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000099";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000097";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000095";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24796123	24873988	+	transcript_id "TCONS_00000094";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24826595	24873988	+	transcript_id "TCONS_00000103";gene_id "XLOC_000024"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321320	+	transcript_id "TCONS_00000106";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321320	+	transcript_id "TCONS_00000105";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321320	+	transcript_id "TCONS_00000104";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321378	+	transcript_id "TCONS_00000109";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321378	+	transcript_id "TCONS_00000108";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25303504	25321378	+	transcript_id "TCONS_00000107";gene_id "XLOC_000025"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000112";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000114";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000116";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000115";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000113";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000111";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25575124	25624979	+	transcript_id "TCONS_00000110";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25602493	25624979	+	transcript_id "TCONS_00000118";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	25602493	25624979	+	transcript_id "TCONS_00000117";gene_id "XLOC_000026"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26008264	26226449	+	transcript_id "TCONS_00000119";gene_id "XLOC_000027"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26008264	26274411	+	transcript_id "TCONS_00000120";gene_id "XLOC_000027"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26010064	26274411	+	transcript_id "TCONS_00000121";gene_id "XLOC_000027"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26082385	26274411	+	transcript_id "TCONS_00000122";gene_id "XLOC_000027"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26665245	26704063	+	transcript_id "TCONS_00000124";gene_id "XLOC_000028"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26665245	26704063	+	transcript_id "TCONS_00000123";gene_id "XLOC_000028"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26671775	26704063	+	transcript_id "TCONS_00000126";gene_id "XLOC_000028"
aphWoo1#REF#SUPER_W_RagTag.trimmed	26671775	26704063	+	transcript_id "TCONS_00000125";gene_id "XLOC_000028"
aphWoo1#REF#SUPER_W_RagTag.trimmed	27090649	27286055	+	transcript_id "TCONS_00000127";gene_id "XLOC_000029"
aphWoo1#REF#SUPER_W_RagTag.trimmed	27140577	27286055	+	transcript_id "TCONS_00000128";gene_id "XLOC_000029"
aphWoo1#REF#SUPER_W_RagTag.trimmed	27302468	27565833	+	transcript_id "TCONS_00000129";gene_id "XLOC_000030"
aphWoo1#REF#SUPER_W_RagTag.trimmed	28790757	28804264	+	transcript_id "TCONS_00000130";gene_id "XLOC_000031"
aphWoo1#REF#SUPER_W_RagTag.trimmed	2167374	2268007	-	transcript_id "TCONS_00000131";gene_id "XLOC_000032"
aphWoo1#REF#SUPER_W_RagTag.trimmed	5766019	5860186	-	transcript_id "TCONS_00000132";gene_id "XLOC_000033"
aphWoo1#REF#SUPER_W_RagTag.trimmed	5766019	5986523	-	transcript_id "TCONS_00000136";gene_id "XLOC_000033"
aphWoo1#REF#SUPER_W_RagTag.trimmed	5766019	5986523	-	transcript_id "TCONS_00000135";gene_id "XLOC_000033"
aphWoo1#REF#SUPER_W_RagTag.trimmed	5766019	5986523	-	transcript_id "TCONS_00000134";gene_id "XLOC_000033"
aphWoo1#REF#SUPER_W_RagTag.trimmed	5766019	5986523	-	transcript_id "TCONS_00000133";gene_id "XLOC_000033"
aphWoo1#REF#SUPER_W_RagTag.trimmed	6132297	6315447	-	transcript_id "TCONS_00000138";gene_id "XLOC_000034"
aphWoo1#REF#SUPER_W_RagTag.trimmed	6132297	6315447	-	transcript_id "TCONS_00000137";gene_id "XLOC_000034"
aphWoo1#REF#SUPER_W_RagTag.trimmed	6514917	6519860	-	transcript_id "TCONS_00000139";gene_id "XLOC_000035"
aphWoo1#REF#SUPER_W_RagTag.trimmed	6515506	6519860	-	transcript_id "TCONS_00000140";gene_id "XLOC_000035"
aphWoo1#REF#SUPER_W_RagTag.trimmed	8186505	8191304	-	transcript_id "TCONS_00000141";gene_id "XLOC_000036"
aphWoo1#REF#SUPER_W_RagTag.trimmed	8777178	8777816	-	transcript_id "TCONS_00000142";gene_id "XLOC_000037"
aphWoo1#REF#SUPER_W_RagTag.trimmed	9614028	9643163	-	transcript_id "TCONS_00000143";gene_id "XLOC_000038"
aphWoo1#REF#SUPER_W_RagTag.trimmed	10028239	10151686	-	transcript_id "TCONS_00000146";gene_id "XLOC_000039"
aphWoo1#REF#SUPER_W_RagTag.trimmed	10028239	10151686	-	transcript_id "TCONS_00000145";gene_id "XLOC_000039"
aphWoo1#REF#SUPER_W_RagTag.trimmed	10028239	10151686	-	transcript_id "TCONS_00000144";gene_id "XLOC_000039"
aphWoo1#REF#SUPER_W_RagTag.trimmed	11021959	11086352	-	transcript_id "TCONS_00000147";gene_id "XLOC_000040"
aphWoo1#REF#SUPER_W_RagTag.trimmed	11021959	11106038	-	transcript_id "TCONS_00000148";gene_id "XLOC_000040"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12161879	12162925	-	transcript_id "TCONS_00000149";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12161879	12164278	-	transcript_id "TCONS_00000151";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12161879	12164278	-	transcript_id "TCONS_00000150";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12161879	12164296	-	transcript_id "TCONS_00000152";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12162024	12164352	-	transcript_id "TCONS_00000153";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12162821	12162925	-	transcript_id "TCONS_00000154";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12162821	12164278	-	transcript_id "TCONS_00000155";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	12164193	12164278	-	transcript_id "TCONS_00000156";gene_id "XLOC_000041"
aphWoo1#REF#SUPER_W_RagTag.trimmed	13324004	13439922	-	transcript_id "TCONS_00000157";gene_id "XLOC_000042"
aphWoo1#REF#SUPER_W_RagTag.trimmed	13324004	13531932	-	transcript_id "TCONS_00000158";gene_id "XLOC_000042"
aphWoo1#REF#SUPER_W_RagTag.trimmed	13930508	13944022	-	transcript_id "TCONS_00000159";gene_id "XLOC_000043"
aphWoo1#REF#SUPER_W_RagTag.trimmed	15862956	16293245	-	transcript_id "TCONS_00000160";gene_id "XLOC_000044"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17044627	17100155	-	transcript_id "TCONS_00000161";gene_id "XLOC_000045"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17400533	17402803	-	transcript_id "TCONS_00000162";gene_id "XLOC_000046"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17405698	17407671	-	transcript_id "TCONS_00000163";gene_id "XLOC_000047"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17405698	17409016	-	transcript_id "TCONS_00000166";gene_id "XLOC_000047"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17405698	17409016	-	transcript_id "TCONS_00000165";gene_id "XLOC_000047"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17405698	17409016	-	transcript_id "TCONS_00000164";gene_id "XLOC_000047"
aphWoo1#REF#SUPER_W_RagTag.trimmed	17529819	17615695	-	transcript_id "TCONS_00000167";gene_id "XLOC_000048"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18304917	18339085	-	transcript_id "TCONS_00000169";gene_id "XLOC_000049"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18304917	18339085	-	transcript_id "TCONS_00000168";gene_id "XLOC_000049"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18304917	18340430	-	transcript_id "TCONS_00000171";gene_id "XLOC_000049"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18304917	18340430	-	transcript_id "TCONS_00000170";gene_id "XLOC_000049"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18395166	18438576	-	transcript_id "TCONS_00000172";gene_id "XLOC_000050"
aphWoo1#REF#SUPER_W_RagTag.trimmed	18795472	18835292	-	transcript_id "TCONS_00000173";gene_id "XLOC_000051"
aphWoo1#REF#SUPER_W_RagTag.trimmed	19381515	19385941	-	transcript_id "TCONS_00000174";gene_id "XLOC_000052"
aphWoo1#REF#SUPER_W_RagTag.trimmed	20522135	20569999	-	transcript_id "TCONS_00000175";gene_id "XLOC_000053"
aphWoo1#REF#SUPER_W_RagTag.trimmed	21128781	21129365	-	transcript_id "TCONS_00000176";gene_id "XLOC_000054"
aphWoo1#REF#SUPER_W_RagTag.trimmed	21165509	21336075	-	transcript_id "TCONS_00000178";gene_id "XLOC_000055"
aphWoo1#REF#SUPER_W_RagTag.trimmed	21165509	21336075	-	transcript_id "TCONS_00000177";gene_id "XLOC_000055"
aphWoo1#REF#SUPER_W_RagTag.trimmed	23783041	23790676	-	transcript_id "TCONS_00000179";gene_id "XLOC_000056"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24693981	24753176	-	transcript_id "TCONS_00000181";gene_id "XLOC_000057"
aphWoo1#REF#SUPER_W_RagTag.trimmed	24693981	24753176	-	transcript_id "TCONS_00000180";gene_id "XLOC_000057"
aphWoo1#REF#SUPER_W_RagTag.trimmed	28536271	28583160	-	transcript_id "TCONS_00000184";gene_id "XLOC_000058"
aphWoo1#REF#SUPER_W_RagTag.trimmed	28536271	28583160	-	transcript_id "TCONS_00000183";gene_id "XLOC_000058"
aphWoo1#REF#SUPER_W_RagTag.trimmed	28536271	28583160	-	transcript_id "TCONS_00000182";gene_id "XLOC_000058"
aphWoo1#REF#SUPER_W_RagTag.trimmed	29021165	29152701	-	transcript_id "TCONS_00000185";gene_id "XLOC_000059"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	611	750	+	transcript_id "TCONS_00000186";gene_id "XLOC_000060"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	3720	3797	+	transcript_id "TCONS_00000187";gene_id "XLOC_000061"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	6462	6672	+	transcript_id "TCONS_00000188";gene_id "XLOC_000062"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	93570	94759	+	transcript_id "TCONS_00000189";gene_id "XLOC_000063"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	98421	98893	+	transcript_id "TCONS_00000190";gene_id "XLOC_000064"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	98886	99088	+	transcript_id "TCONS_00000191";gene_id "XLOC_000064"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	100290	101134	+	transcript_id "TCONS_00000192";gene_id "XLOC_000065"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	121652	128968	+	transcript_id "TCONS_00000193";gene_id "XLOC_000066"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	14413	22832	-	transcript_id "TCONS_00000194";gene_id "XLOC_000067"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	86241	88311	-	transcript_id "TCONS_00000195";gene_id "XLOC_000068"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	96865	110893	-	transcript_id "TCONS_00000196";gene_id "XLOC_000069"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	130116	130327	-	transcript_id "TCONS_00000197";gene_id "XLOC_000070"
aphWoo1#REF#ScYP8k3100HRSCAF209_RagTag	130235	131556	-	transcript_id "TCONS_00000198";gene_id "XLOC_000070"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	15309	17080	+	transcript_id "TCONS_00000199";gene_id "XLOC_000071"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	15427	15643	+	transcript_id "TCONS_00000200";gene_id "XLOC_000071"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	60614	61180	+	transcript_id "TCONS_00000201";gene_id "XLOC_000072"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	61554	62146	+	transcript_id "TCONS_00000202";gene_id "XLOC_000073"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	62200	62524	+	transcript_id "TCONS_00000203";gene_id "XLOC_000074"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	12396	12473	-	transcript_id "TCONS_00000204";gene_id "XLOC_000075"
aphWoo1#REF#ScYP8k3101HRSCAF210_RagTag	15439	15973	-	transcript_id "TCONS_00000205";gene_id "XLOC_000076"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	101656	108636	+	transcript_id "TCONS_00000206";gene_id "XLOC_000077"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	110776	111796	+	transcript_id "TCONS_00000207";gene_id "XLOC_000078"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	167685	168746	+	transcript_id "TCONS_00000208";gene_id "XLOC_000079"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	201963	202064	+	transcript_id "TCONS_00000209";gene_id "XLOC_000080"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	238243	238916	+	transcript_id "TCONS_00000210";gene_id "XLOC_000081"
aphWoo1#REF#ScYP8k3103HRSCAF212_RagTag	45628	55861	-	transcript_id "TCONS_00000211";gene_id "XLOC_000082"
